"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"1374",1374,"Khaleej Times","True","2020-12-22"," gets first ahead of free drive ","['BREAKING', 'COVID19', 'Dubai', 'PfizerBioNTech', 'vaccines', 'vaccination']",3,6,28,0.5106,0.398,0,0.602,11.5,"HIGH","POS",10
"1375",1375,"Simone Baglivo","False","2020-12-22","Italian Medicines Agency ( General Manager, Nicola appears emotional while announcing the… ","['Magrini']",1,0,0,0.1531,0.127,0,0.873,0,"LOW","POS",10
"1377",1377,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2020-12-22","BREAKING: UAE Ministry of Health &amp; Prevention confirms the emergency registration of vaccine in the UAE - WAM","['PfizerBioNTech']",1,9,84,-0.3818,0,0.133,0.867,27.75,"HIGH","NEG",10
"1379",1379,"Paige","False","2020-12-22","The question everyone has asked me about my experience. I will be getting the 2nd dose and I work i… ","['PfizerBioNTech']",1,1,10,0,0,0,1,3.25,"AVG","NEU",10
"1381",1381,"HarpersBazaarArabia","True","2020-12-22","According to the Pfizer-BioNTech vaccine will soon be available ""free of charge""… ","",1,1,1,0.5106,0.231,0,0.769,1,"LOW","POS",10
"1382",1382,"Arab News","True","2020-12-22"," Dubai’s Supreme Committee of Crisis and Disaster Management says an extensive inoculation campaign again… ","['BREAKING']",1,7,7,-0.6808,0.158,0.36,0.482,7,"AVG","NEG",10
"1388",1388,"Ann L. Jennerich, MD MS ATSF","False","2020-12-22","Dose 1 complete There are quotes on the glass as you enter When I see this quote,… ","['PfizerBioNTech']",1,0,15,0,0,0,1,3.75,"AVG","NEU",10
"1389",1389,"Carolyn RogersVizena","False","2020-12-22"," there is finally light at the end of this tunnel! ","['Thankful', 'COVID19vaccine', 'Science', 'research']",2,1,2,0,0,0,1,1.25,"AVG","NEU",10
"1391",1391,"Save a Child's Heart","False","2020-12-22","This week, as the first doses of the vaccine were administered at members of… ","['PfizerBioNTech', 'COVID19']",2,2,6,0,0,0,1,3,"AVG","NEU",10
"1393",1393,"Ji Tao","True","2020-12-22","A groundbreaking research by Wang Nianshuang, a Chinese scientist then working at Dr Jason McLellan’s lab at UT Aus… ","",1,8,7,0,0,0,1,7.75,"AVG","NEU",10
"1394",1394,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2020-12-22"," Dubai Emergency Crisis and Disasters Committee confirm the launch of vaccine campaign fo… ","['BREAKING', 'PfizerBioNTech']",2,62,408,-0.8834,0,0.507,0.493,148.5,"HIGH","NEG",10
"1395",1395,"Kumail here","False","2020-12-22","Countries/Regions with Approved Vaccines 1. 🇷🇺 2. 🇨🇳 3. 🇦🇪 4. 🇬🇧 5. 🇧🇭 6. 🇨🇦 7. 🇸🇦 8. 🇺🇲 9.🇲🇽 10. 🇰🇼 11. 🇸🇬 12. 🇨🇭… ","",1,0,0,0.4215,0.097,0,0.903,0,"LOW","POS",10
"1398",1398,"Anita B RD","False","2020-12-22","Vaccine part 1 done ","['PfizerBioNTech', 'vaccination']",2,0,4,0,0,0,1,1,"LOW","NEU",10
"1402",1402,"Sarah Fereday MSc","False","2020-12-22","Today I had 1st dose of Covid19 vaccine. Thank you to Martin &amp; Danny for making me feel at ease des… ","['PfizerBioNTech']",1,0,10,0.6124,0.208,0,0.792,2.5,"AVG","POS",10
"1403",1403,"Wassim Shamsuddin","False","2020-12-22","Spending the afternoon volunteering to prescribe for the vaccine following being vaccin… ","['PfizerBioNTech']",1,2,45,0,0,0,1,12.75,"HIGH","NEU",10
"1406",1406,"Dr Yudhyavir Singh","False","2020-12-22","Nice article explaining ,how m RNA vaccine will work. ","['PfizerBioNTech']",1,3,3,0.4215,0.259,0,0.741,3,"AVG","POS",10
"1410",1410,"Katalin Halmai","False","2020-12-22","This vaccination has already started in three residential care centres in The 96 years old Jos Hermans wa… ","['Belgium']",1,0,8,0.4939,0.158,0,0.842,2,"AVG","POS",10
"1416",1416,"Financial Mirror","False","2020-12-22"," freezers arrive in for first to start Dec 27 with ","['COVID19', 'Cyprus', 'vaccines', 'EUvaccinationdays', 'PfizerBioNTech']",3,0,2,-0.0258,0,0.109,0.891,0.5,"LOW","NEU",10
"1421",1421,"TyneHealth - North Tyneside GP Federation","False","2020-12-22","Great to hear North Shields Primary Care Network (PCN) Director Dr Dave Tomson speaking of the team effort involved… ","",1,1,8,0.8074,0.3,0,0.7,2.75,"AVG","POS",10
"1428",1428,"Quentin Horgan","False","2020-12-22"," is set to make $13B in 2021 but will other vaccines be able to follow in its lucrative footsteps?","['PfizerBioNTech', 'COVID19vaccine']",2,1,1,0,0,0,1,1,"LOW","NEU",10
"1429",1429,"Lizbeth Cahuayme MD","False","2020-12-22","Check out this excellent resource on Vaccines &amp; Immunity by ⁦ with real-time information on and… ","['Moderna']",1,3,5,0.657,0.226,0,0.774,3.5,"AVG","POS",10
"1432",1432,"demonspeedracer","False","2020-12-22"," ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ ⁦… ","['Covid19UK', 'COVID19']",2,0,0,0,0,0,1,0,"LOW","NEU",10
"1435",1435,"ISH News","False","2020-12-22","A nurse at a Chattanooga hospital in Tennessee, United States fainted at a press conference after receiving the Pfi… ","",1,0,4,0.4215,0.135,0,0.865,1,"LOW","POS",10
"1439",1439,"Mal Fletcher","False","2020-12-22","Yesterday the EU's Medicines Agency approved However, the with a population of 450 m… ","['PfizerBiontech', 'vaccine', 'EU']",2,0,0,0.4215,0.177,0,0.823,0,"LOW","POS",10
"1441",1441,"Angela Hassiotis","False","2020-12-22","Dose 1 of the vaccine ✅ one to go and posing no risk to my vulnerable patients and others by late J… ","['PfizerBioNTech']",1,1,12,-0.0222,0.068,0.071,0.861,3.75,"AVG","NEU",10
"1444",1444,"IANS Tweets","True","2020-12-22","US President-elect ( received the first dose of the vaccine during a televised eve… ","['JoeBiden', 'coronavirus']",2,0,10,0,0,0,1,2.5,"AVG","NEU",10
"1446",1446,"Osama Bin Javaid","True","2020-12-22","The vaccine is here in First batch to be given to elderly, those with chronic conditions &amp; medical staff fr… ","['Qatar']",1,3,5,0,0,0,1,3.5,"AVG","NEU",10
"1450",1450,"ECOMNEWSMED","False","2020-12-22"," has started a massive vaccination campaign against the novel with the Minister of Health… ","['SaudiArabia', 'coronavirus']",2,0,1,0.3182,0.15,0,0.85,0.25,"LOW","POS",10
"1461",1461,"Mark Lobel","False","2020-12-22","🚨 The EU now has a vaccine it can roll out to hundreds of millions... Their more ‘careful’ regulator will review… ","",1,2,3,0,0,0,1,2.25,"AVG","NEU",10
"1462",1462,"BOMBHAAT","False","2020-12-22","President-elect received his first dose of the vaccine Monday. ","['JoeBiden', 'PfizerBioNTech', 'COVID19', 'bombhaat']",2,0,0,0,0,0,1,0,"LOW","NEU",10
"1464",1464,"Jyoti Lenka, MD","False","2020-12-22","The first to decline federal funding, the first to receive EUA! 🙌🏻 How the Pfizer-BioNTech COVID-19 vaccine was dev… ","",1,1,2,0,0,0,1,1.25,"AVG","NEU",10
"1466",1466,"Salman Gohar MD FACC","False","2020-12-22"," Day3 So far so good! ","['CovidVaccine', 'PfizerBioNTech', 'VaccinesWork']",2,0,1,0.6556,0.522,0,0.478,0.25,"LOW","POS",10
"1468",1468,"India TV","True","2020-12-22","Singapore gets Asia's first Pfizer-BioNTech coronavirus vaccine doses ","['Singapore', 'Pfizer', 'PfizerBioNTech', 'COVID19']",2,7,32,0,0,0,1,13.25,"HIGH","NEU",10
"1470",1470,"The Hindu","True","2020-12-22","The finally gave the green light for the on Monday, paving the way for the… ","['EU', 'PfizerBioNTech', 'coronavirusvaccine']",2,3,54,0,0,0,1,15.75,"HIGH","NEU",10
"1472",1472,"HAHA NEWS","False","2020-12-22","Europe approves Pfizer-BioNTech coronavirus vaccine. Source: ","['COVID19', 'COVID20']",2,0,0,0.4019,0.351,0,0.649,0,"LOW","POS",10
"1477",1477,"LatestLY","True","2020-12-22","US President-Elect Joe Biden Receives First Dose of Pfizer-BioNTech Coronavirus Vaccine ","",1,0,2,0,0,0,1,0.5,"LOW","NEU",10
"1479",1479,"Kelly Greene","False","2020-12-22","Even when you’re in a bad mood, I want to fuck you. ","['PfizerBioNTech']",1,0,0,-0.7717,0.075,0.405,0.52,0,"LOW","NEG",10
"1482",1482,"IndiaToday","True","2020-12-22","US President-elect has received the first course of the vaccine at ChristianaCare Hospita… ","['PfizerBioNTech']",1,4,58,0,0,0,1,17.5,"HIGH","NEU",10
"1483",1483,"The World Reviews","False","2020-12-22","President-elect Joe Biden got vaccinated against On live television, received first dose of… ","['Covid_19']",1,0,5,0,0,0,1,1.25,"AVG","NEU",10
"1486",1486,"Business Standard","True","2020-12-22","A nurse practitioner at ChristianaCare hospital in Delaware administered the first dose of the vaccine produced by… ","",1,0,5,0,0,0,1,1.25,"AVG","NEU",10
"1489",1489,"Dr N Patel 🌏","False","2020-12-22"," So far both and vaccine works","['PfizerBioNTech', 'Moderna']",2,4,5,0,0,0,1,4.25,"AVG","NEU",10
"1490",1490,"Patrick Jackson","False","2020-12-22","I got my vaccine today! I’m feeling fine with my early Christmas present, and I’m hoping w… ","['PfizerBioNTech', 'COVID19']",2,0,48,0.6588,0.313,0,0.687,12,"HIGH","POS",10
"1498",1498,"Mario Conde","False","2020-12-22","I took a selfie with the COVID-19 vaccine. It arrived in El Centro, California and it was immediate… ","['PfizerBioNTech']",1,1,4,0,0,0,1,1.75,"AVG","NEU",10
"1502",1502,"Paul's Think Tank🇪🇺🇺🇳🌻💚","False","2020-12-22","Aside from also other names have been proposed for the ","['Comirnaty', 'COVID19vaccine', 'EU27']",2,0,0,0,0,0,1,0,"LOW","NEU",10
"1505",1505,"Dr.Krutika Kuppalli","True","2020-12-21","Given all the questions regarding the and allergic reactions, I am happy to see this… ","['PfizerBioNTech', 'CovidVaccine']",2,9,12,0.3612,0.196,0.116,0.688,9.75,"AVG","POS",9
"1510",1510,"Time-to-eat-water","False","2020-12-21","Does anyone know what ingredients are genuinely involved in this vaccine? I don't want it as a healthy young man,… ","",1,0,0,0.3565,0.123,0.056,0.821,0,"LOW","POS",9
"1514",1514,"NATO","False","2020-12-21"," first shot to protect and keep my family, my friends, my colleagues, my neighbors, my p… ","['MyCovidVax', 'PfizerBioNTech']",2,1,4,0.6908,0.289,0,0.711,1.75,"AVG","POS",9
"1515",1515,"Tim Watkin","False","2020-12-21","My Grandad is getting the first part of the vaccine tomorrow. —a great scientific achiev… ","['PfizerBioNTech', 'COVID19']",2,0,10,0.6249,0.227,0,0.773,2.5,"AVG","POS",9
"1516",1516,"Peter Smart","False","2020-12-21","Hopefully the first step in putting this all behind us. Great service from the Vaccine team this… ","['COVID19']",1,0,21,0.7783,0.312,0,0.688,5.25,"AVG","POS",9
"1519",1519,"Massimo Guerrera","False","2020-12-21","Biden receives first dose of coronavirus vaccine publicly ","['Biden', 'BidenVaccine', 'PfizerBioNTech']",2,0,0,0,0,0,1,0,"LOW","NEU",9
"1521",1521,"Laura Hogan","False","2020-12-21","🚨NEW for at 9 o'clock 🦠 Ireland is now in a ""Third Wave"" of this pandemic with people urged to stay at ho… ","",1,0,5,0,0,0,1,1.25,"AVG","NEU",9
"1522",1522,"NascoHealthcare","False","2020-12-21","President-elect received his first dose of the coronavirus vaccine on Monday afternoon.… ","['JoeBiden', 'PfizerBioNTech']",2,0,1,0,0,0,1,0.25,"LOW","NEU",9
"1523",1523,"Andreas","False","2020-12-21","So why do they call it the when it’s developed by Oxford &amp; , but vaccine, whe… ","['oxfordvaccine', 'AstraZeneca', 'Pfizer']",2,0,0,0,0,0,1,0,"LOW","NEU",9
"1525",1525,"Dana RC","False","2020-12-21","Question: Should the in the House and Senate be moved to the front of the vaccine line?… ","['COVIDdeniers', 'CovidVaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",9
"1526",1526,"Nikole Killion","True","2020-12-21","“We owe you big, we really do!” gives kudos to frontline health workers including the nurse practitioner… ","",1,2,6,0.5935,0.194,0,0.806,3,"AVG","POS",9
"1528",1528,"Forbes Middle East","True","2020-12-21","The European Union’s drug regulator has approved the coronavirus vaccine for emergency use weeks af… ","['PfizerBioNTech']",1,5,4,0.0516,0.152,0.141,0.707,4.75,"AVG","POS",9
"1533",1533,"Kerry Sanders","True","2020-12-21","3500 arrive at and put in freezers at neg 20f- this on top of the ","['modernavaccine', 'PfizerBioNTech']",2,2,14,0.1779,0.113,0.069,0.818,5,"AVG","POS",9
"1536",1536,"euDebates.tv","False","2020-12-21","Who will have the first and when can I get it? authorisation for Eur… ","['Pfizer', 'PfizerBioNTech', 'vaccine', 'CovidVaccine']",2,0,2,0,0,0,1,0.5,"LOW","NEU",9
"1538",1538,"RAVEEN","False","2020-12-21","🔴 European Union has approved the Coronavirus vaccine, the first inoculations to start across 27 co… ","['PfizerBioNTech']",1,1,1,0.4215,0.149,0,0.851,1,"LOW","POS",9
"1541",1541,"H24 News Ireland","False","2020-12-21","Health Minister Stephen Donnelly has said the Pfizer/BioNTech COVID-19 vaccine will be rolled out…… ","",1,0,0,0,0,0,1,0,"LOW","NEU",9
"1544",1544,"CONTACT LIGHT","False","2020-12-21"," will win... Let's make this ","['coronavirus', 'BioNTech', 'Pfizer', 'PfizerBioNTech', 'Science', 'sciencewillwin', 'trending']",3,6,8,0.5859,0.487,0,0.513,6.5,"AVG","POS",9
"1546",1546,"Qatar News","False","2020-12-21","MOPH: COVID-19 vaccination in Qatar to start on December 23 ","['Qatar', 'QatarNews', 'COVID19Vaccine', 'PfizerBioNTech']",2,1,4,0,0,0,1,1.75,"AVG","NEU",9
"1548",1548,"Prasad Welikumbura","False","2020-12-21","The first shipment of arrived in 🇸🇬. Priority will be given to healthca… ","['CovidVaccines', 'Singapore']",2,15,127,0,0,0,1,43,"HIGH","NEU",9
"1555",1555,"Émilie Vanderhulst 🇧🇪🇪🇺😷 #VaccinesWork","False","2020-12-21","💉 Following recommendations released earlier today, the grants marketing authorisation (co… ","",1,1,2,0.2263,0.16,0,0.84,1.25,"AVG","POS",9
"1557",1557,"Meg Wallace, LISW-CP","False","2020-12-21","Two of three members of our household officially vaccinated. So thankful ","['CovidVaccine', 'PfizerBioNTech']",2,1,15,0.6948,0.322,0,0.678,4.5,"AVG","POS",9
"1558",1558,"Dr Jules Gomes","False","2020-12-21","""Many of us would balk at accepting a cell line from the kidney of a Holocaust victim, even though that injustice f… ","",1,17,31,-0.4939,0.095,0.212,0.693,20.5,"HIGH","NEG",9
"1562",1562,"Ramesh Bala","True","2020-12-21","After , and - now approves Covid vaccine..","['UK', 'Canada', 'US', 'Europe', 'PfizerBioNTech']",3,51,1786,0.4019,0.278,0,0.722,484.75,"HIGH","POS",9
"1565",1565,"T May","False","2021-01-02","Interesting interview with John Moore, Professor of Microbiology and Immunology by re: UK appro… ","",1,0,0,0.4019,0.172,0,0.828,0,"LOW","POS",21
"1570",1570,"Jen Allen","False","2020-12-26","Just got the call that I will be getting the next week at Feeling like… ","['PfizerBioNTech', 'CovidVaccine']",2,1,136,0.128,0.097,0,0.903,34.75,"HIGH","POS",14
"1574",1574,"Eirini Zarkadoula","False","2020-12-26","Well sent well received ","['vaccination', 'vaccine', 'Covid', 'Pfizer', 'PfizerBioNTech']",3,0,7,0.4939,0.677,0,0.323,1.75,"AVG","POS",14
"1575",1575,"Dr Terri MD","False","2020-12-26"," Day 3 Post Vaccine ! Ask Questions! Get Answers! Two… ","['covid19vacccine', 'PfizerCovidVaccine', 'PfizerBioNTech']",2,2,5,0,0,0,1,2.75,"AVG","NEU",14
"1577",1577,"Niall Phelan","False","2020-12-26","don't drop it!! 🇮🇪 ","['PfizerBioNTech']",1,0,4,0.3395,0.444,0,0.556,1,"LOW","POS",14
"1578",1578,"Vineeth Veeramachaneni","False","2020-12-26","Reverse Engineering the source code of the BioNTech/Pfizer SARS-CoV-2 Vaccine - Articles ","['COVID', 'vaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",14
"1581",1581,"Rhonda -- All About Attitude -- Evans ♐","False","2020-12-26"," Not only do I trust it, 8 days ago I received the and the next… ","['PfizerBioNTech', 'CovidVaccine']",2,0,0,0.5106,0.191,0,0.809,0,"LOW","POS",14
"1583",1583,"Giorgio Patelli","False","2020-12-26","Looking forward to receiving the Pfizer–BioNTech COVID-19 vaccine on Monday morning ","['SARSCoV2']",1,1,13,0,0,0,1,4,"AVG","NEU",14
"1584",1584,"Alfred Kim","False","2020-12-26","Now my turn to return the favor: spending the whole day vaccinating and employees with the… ","",1,3,149,0.4019,0.153,0,0.847,39.5,"HIGH","POS",14
"1589",1589,"Opoyi","False","2020-12-26","Central Drugs Standard Control Organisation will evaluate Oxford's vaccine for emergency use in ","['COVID19', 'India']",2,0,0,-0.3818,0,0.178,0.822,0,"LOW","NEG",14
"1591",1591,"Noushin Yahyavi, MD","False","2020-12-26","So grateful for and Never have been this super excited to go to hospital during ho… ","['Science', 'scientists', 'Christmas']",2,0,20,0.8839,0.442,0,0.558,5,"AVG","POS",14
"1592",1592,"Nataniel Lester-Coll, MD","True","2020-12-26","Nice comparison of the and ","['PfizerBioNTech', 'Moderna', 'CovidVaccines']",2,80,171,0.4215,0.412,0,0.588,102.75,"HIGH","POS",14
"1593",1593,"ECOMNEWSMED","False","2020-12-26"," The country is part of the Gavi Vaccine Alliance, which oversees Covax, the UN's global vaccine access mecha… ","['Irak']",1,0,0,0,0,0,1,0,"LOW","NEU",14
"1598",1598,"Financial Mirror","False","2020-12-26","First batch of arrive in ","['Covid', 'vaccines', 'Cyprus', 'PfizerBioNTech']",2,0,7,0,0,0,1,1.75,"AVG","NEU",14
"1602",1602,"Financial Mirror","False","2020-12-26"," will be taking delivery at noon on Saturday of first 10,000 from th… ","['Cyprus', 'coronavirus', 'vaccines', 'PfizerBioNTech']",2,1,3,0,0,0,1,1.5,"AVG","NEU",14
"1603",1603,"Eduardo Ruíz-Duarte ⭔","False","2020-12-26","Found a beautiful article via (thanks! it is amazing) on how the from works, I will try… ","['vaccine', 'Pfizer']",2,14,26,0.8977,0.438,0,0.562,17,"HIGH","POS",14
"1605",1605,"Khaleej Times","True","2020-12-26","Covid-19 coronavirus will stay with us for next 10 years: CEO ","['PfizerBioNTech', 'CovidVaccines']",2,19,29,0,0,0,1,21.5,"HIGH","NEU",14
"1606",1606,"Jackie Rios","False","2020-12-26","I guess you can call me the Vaccine Pro... 🤪🎄💉 ","['COVID19', 'DontHateThePlayaz', 'happyholidays2020', 'PfizerBioNTech']",2,2,29,0,0,0,1,8.75,"AVG","NEU",14
"1608",1608,"Dr.Nēēt Files📘","False","2020-12-26","Mera number kab aayega 🤔 I am already shivering -70 C ❄️ 🥶 ","['Vaccine', 'PfizerBioNTech']",2,0,6,0.0772,0.085,0,0.915,1.5,"AVG","POS",14
"1611",1611,"Lovin Dubai | لوڤن دبي","True","2020-12-26","The 95% effective, Pfizer vaccine is being rolled out for ALL Dubai residents starting today... FREE of cost!!!😍💯… ","",1,2,14,0.9003,0.344,0,0.656,5,"AVG","POS",14
"1614",1614,"GetVaccinated","False","2020-12-29","Three sizes available on my Etsy shop ","['igottheshot', 'vaccination', 'vaccine', 'vaccinated']",2,0,2,0,0,0,1,0.5,"LOW","NEU",17
"1617",1617,"TotalTourist ✖️ CASHBOT","False","2020-12-27","BMW M4 GT4 | BioNTech No.63 UNDER CONSTRUCTION... to save your little behinds. ","['GTSport']",1,1,17,0.4939,0.211,0,0.789,5,"AVG","POS",15
"1618",1618,"𝓛𝓸𝓻𝓭_𝓝𝓲𝓬𝓸𝓵𝓪𝓼𝓧","False","2020-12-27","Go Go Go! 🙏💉 ","['PfizerBioNTech']",1,0,6,0,0,0,1,1.5,"AVG","NEU",15
"1621",1621,"Fairness First","False","2020-12-27","The comparison of poses the question: shouldn't use it's capacity to produce the vaccine of… ","['vaccines', 'Moderna']",2,0,0,0,0,0,1,0,"LOW","NEU",15
