"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"1593",1593,"ECOMNEWSMED","False","2020-12-26"," The country is part of the Gavi Vaccine Alliance, which oversees Covax, the UN's global vaccine access mecha… ","['Irak']",1,0,0,0,0,0,1,0,"LOW","NEU",14
"6922",6922,"Support the young - protect their future #FBPE💡💙","False","2021-03-15"," Feb 5th I had the 1st dose. Feb 10th I had a heart attack, 15th a pacemaker fitted and… ","['Pfizervaccine']",1,0,29,0.2732,0.173,0.128,0.7,7.25,"AVG","POS",93
"7084",7084,"Mirta Molina","False","2021-03-19"," Thanks for your information, Argentina should all know, but the hegemonic media agree with ","['PfizerBiontech']",1,0,1,0.6369,0.302,0,0.698,0.25,"LOW","POS",97
"269",269,"Opoyi","False","2020-12-13","Doses of the vaccine will begin leaving the company's factory in on Sunday. Th… ","['PfizerBioNTech', 'Kalamazoo', 'Michigan']",2,0,1,0,0,0,1,0.25,"LOW","NEU",1
"1446",1446,"Osama Bin Javaid","True","2020-12-22","The vaccine is here in First batch to be given to elderly, those with chronic conditions &amp; medical staff fr… ","['Qatar']",1,3,5,0,0,0,1,3.5,"AVG","NEU",10
"981",981,"Sophie Sweatman","False","2020-12-21"," it seems to me the government agenda is focused on maximum ROI from vaccines not on public health a… ","['PfizerBioNTech']",1,0,2,0.3818,0.126,0,0.874,0.5,"LOW","POS",9
"7206",7206,"Jeannette 💙","False","2021-03-24","Thank you first vaccination for D today ","['coronavirus', 'pfizerbiontech', 'grateful']",2,1,2,0.3612,0.294,0,0.706,1.25,"AVG","POS",102
"2695",2695,"Post-Polio News (ppn)","False","2021-01-08"," John P. Moore: How do you take your vaccine—one lump or two? | ","['Opinion']",1,0,0,0,0,0,1,0,"LOW","NEU",27
"8",8,"Dr.Krutika Kuppalli","True","2020-12-12","There have not been many bright days in 2020 but here are some of the best 1. winning ","['BidenHarris', 'Election2020']",2,2,22,0.8933,0.384,0.063,0.553,7,"AVG","POS",0
"5556",5556,"Mike Dixon 🇪🇺","True","2021-02-13","First vaccine done! for me. Thank you ","['PfizerBiontech', 'nhs', 'PfizerVaccine', 'CoronaVaccine']",2,0,43,0.4199,0.318,0,0.682,10.75,"HIGH","POS",63
"2907",2907,"Naomi Morris 💚💙🖤","False","2021-01-08","I got an appointment for my covid vaccine on Monday! Whoop whoop! 🥂 Thank you wonderful ","",1,0,14,0.7772,0.311,0,0.689,3.5,"AVG","POS",27
"822",822,"Medical Study Blog","False","2020-12-19"," Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA! View the article to know more!… ","",1,0,0,0.5242,0.195,0,0.805,0,"LOW","POS",7
"2748",2748,"Dawn MacAdams","False","2021-01-07","More Nurses and Athletic trainers get vaccinated against COVID-19 ","['PfizerBioNTech', 'NASN']",2,8,23,0,0,0,1,11.75,"HIGH","NEU",26
"3334",3334,"littlepashi","False","2021-01-14","Well then... get your groceries and your vaccines 🙌🏼😂 ","['CovidUK', 'Pfizer', 'CovidVaccine', 'ASDAvaccine']",2,0,1,0.6124,0.259,0.083,0.658,0.25,"LOW","POS",33
"657",657,"Josh","False","2020-12-18","I got my covid vaccine today for my family, my patients, &amp; healthcare workers around the world who have fought to s… ","",1,2,6,-0.3182,0,0.099,0.901,3,"AVG","NEG",6
"3644",3644,"@samillaiee now not on tiktok too!","False","2021-01-15"," PLEASE can you respond to my concerns FULL VIDEO IN LINK Two reasons I ref… ","",1,0,0,0.4648,0.178,0,0.822,0,"LOW","POS",34
"2660",2660,"Jade","False","2021-01-08","Update on vaccine arm, bonus of waiting longer for 2nd jab my dead/heavy arm might have recovered in time… ","",1,0,1,0.5423,0.163,0,0.837,0.25,"LOW","POS",27
"7156",7156,"Jack Li","False","2021-03-23"," Also on Sunday, 9 sent to hospitals after with shots, while 3 with… ","['GetVaccinated', 'PfizerBioNTech']",2,0,2,0,0,0,1,0.5,"LOW","NEU",101
"4932",4932,"Harold Dave","False","2021-01-30","I just have to 🤪💉🦠 ","['COVIDVaccination', 'CovidVaccine', 'PfizerBioNTech']",2,0,2,0,0,0,1,0.5,"LOW","NEU",49
"1246",1246,"Helen Chadwick","False","2020-12-23","A huge thank you to everyone who is working so hard Centre. You are all amazing! And to al… ","['vaccination']",1,7,56,0.7921,0.345,0.072,0.582,19.25,"HIGH","POS",11
"4672",4672,"vernon","False","2021-01-26"," If block exports, all trapped into 1 jab plus 12 week delay… ","['EU', 'PfizerBioNTech', 'vaccine']",2,0,0,-0.743,0,0.387,0.613,0,"LOW","NEG",45
"5644",5644,"Matt Searle","False","2021-02-17","Well that was very quick and easy. First covid jab done, now I just need to wait 15 minutes before I can leave. In… ","",1,0,1,0.6204,0.192,0.044,0.765,0.25,"LOW","POS",67
"417",417,"Arthur Bauer🌈✌+❤=😊🌈","False","2020-12-15","We all are praising who is responsible for the or Whoever Let's all give credit where credi… ","['covid19vaccine', 'Trump']",2,0,0,0.8126,0.375,0,0.625,0,"LOW","POS",3
"3299",3299,"Kelly C. Landeen, MD","False","2021-01-12","2nd dose! ","['ourbestshot', 'CovidVaccine', 'PfizerBioNTech']",2,0,5,0,0,0,1,1.25,"AVG","NEU",31
"6357",6357,"Zoom In_CGTN","False","2021-02-28"," says over half of its population has received at least one shot of the vaccine. But it has… ","['Israel', 'PfizerBioNTech']",2,2,0,0,0,0,1,1.5,"AVG","NEU",78
"6274",6274,"Knut Moe","False","2021-02-26","Great week vaccinating our patients over 85 in both practices with 1st dose of , got 7th dose out… ","['PfizerBioNTech']",1,23,690,0.6249,0.186,0,0.814,189.75,"HIGH","POS",76
"5510",5510,"Holly Falk-Krzesinski","False","2021-02-11","Roundtrip: 90 miles Parking: $10 Time away from work: 6hrs Unread InBox messages: 122 Getting mom vaccinated: Price… ","",1,0,11,0,0,0,1,2.75,"AVG","NEU",61
"3948",3948,"Pat","False","2021-01-19","Injection ✅ Injection ✅ Thanks Thanks ","['PfizerBioNTech', 'MaguenDavidAdom', 'Israel', 'COVID19', 'vaccination']",3,0,4,0.7003,0.367,0,0.633,1,"LOW","POS",38
"4767",4767,"JenniferUhrlaub","False","2021-01-27","All three of the elderly people in my daily life are scheduled for both doses and I feel like I can f… ","['CovidVaccine']",1,0,12,0.3612,0.106,0,0.894,3,"AVG","POS",46
"1350",1350,"Doc_Brewster (Brew)","False","2020-12-23","Super grateful to receive a COVID-19 vaccination today. Keeping myself and my patients safe!! . .… ","",1,1,7,0.8856,0.444,0,0.556,2.5,"AVG","POS",11
"5815",5815,"Brittany.Exe","False","2021-02-19"," by next Christmas a push to keep 1 trillion to help and keep them poor! Or kill as many as pos… ","['americans']",1,0,0,-0.75,0.094,0.281,0.625,0,"LOW","NEG",69
"4431",4431,"Outlook Magazine","True","2021-01-23","Amidst deadliest outbreak, a group of doctors has urged the UK government to “urgently review” it's de… ","['coronavirus']",1,1,1,0,0,0,1,1,"LOW","NEU",42
"1091",1091,"Donna Abu-Nasr","False","2020-12-25","Got one of those after the first dose of in on Christmas Eve. Only side effect s… ","['covidvaccine', 'Riyadh', 'SaudiArabia']",2,9,36,0,0,0,1,15.75,"HIGH","NEU",13
"636",636,"Dr Simisola","False","2020-12-18","Discussing COVID vaccination today ","['PfizerBioNTech', 'vaccination', 'vaccinehesitancy']",2,0,4,0,0,0,1,1,"LOW","NEU",6
"3862",3862,"Declan Terry","False","2021-01-18","3rd day vaccinating staff at Delighted to be able to help get this vaccine rolled out.… ","['BeaconHospital']",1,0,5,0.7184,0.3,0,0.7,1.25,"AVG","POS",37
"7642",7642,"Ms. J 🃏🖤❤️","False","2021-03-29"," vaccine 2nd dose done &amp; dusted! ","['PfizerBiontech']",1,0,0,0,0,0,1,0,"LOW","NEU",107
"1533",1533,"Kerry Sanders","True","2020-12-21","3500 arrive at and put in freezers at neg 20f- this on top of the ","['modernavaccine', 'PfizerBioNTech']",2,2,14,0.1779,0.113,0.069,0.818,5,"AVG","POS",9
"1316",1316,"David Lee","False","2020-12-23"," Which non resident and non taxpayer of the UK was among the first to… ","['dontbuythesun', 'Hypocrites']",2,1,2,0,0,0,1,1.25,"AVG","NEU",11
"5024",5024,"New Straits Times","True","2021-01-31"," Sue Lee, who grew up in and now lives in got the first dose of the… ","['NSTopinion', 'KualaLumpur', 'Houston', 'Texas']",2,3,7,0,0,0,1,4,"AVG","NEU",50
"619",619,"Nicole B Shaw","False","2020-12-16","So rolling out, (profit driven) vaccines, costing UK £20Billion over 12months. UK 'money tree' going to Billionaire… ","",1,0,0,0.4877,0.165,0,0.835,0,"LOW","POS",4
"2118",2118,"Madige News","False","2021-01-01","The WHO lists Pfizer-BioNTech’s COVID-19 vaccine for emergency use - a critical step the United Nations health agen… ","",1,0,0,-0.2732,0.123,0.216,0.661,0,"LOW","NEG",20
"4665",4665,"Azul Cruz","False","2021-01-26"," In under 12 months &amp; have created a &amp; inoculation is currently… ","['PfizerBioNTech', 'Moderna', 'CovidVaccine']",2,0,1,0.25,0.154,0,0.846,0.25,"LOW","POS",45
"1876",1876,"Antonije Majić","False","2020-12-30","First dose ","['PfizerBioNTech']",1,0,0,0,0,0,1,0,"LOW","NEU",18
"4109",4109,"NeeshCapeesh","False","2021-01-26","Still think this is about a virus ? ","['Covid19', 'Covid_19', 'Vaccine', 'Lockdown', 'PfizerBioNTech', 'Moderna']",3,1,0,0,0,0,1,0.75,"LOW","NEU",45
"2467",2467,"Amber Hildreth, DO","False","2021-01-06","Day 2 post dose 2 and zero complaints! I felt fatigued and achy for a few hours yesterday afternoon (… ","['CovidVaccine']",1,0,2,-0.6588,0,0.231,0.769,0.5,"LOW","NEG",25
"3524",3524,"💙🐉RACH🐉💙","False","2021-01-14","1st dose ✅ ","['CovidVaccine', 'PfizerBioNTech']",2,0,4,0,0,0,1,1,"LOW","NEU",33
"4637",4637,"TheRag","False","2021-01-26","""Vaccine Hoarding"" Under Spotlight At The ","['UnitedNations', 'PfizerBioNTech', 'COVAX']",2,1,0,0,0,0,1,0.75,"LOW","NEU",45
"4759",4759,"CorkKerryCommunityHealthcare","False","2021-01-27","Well done to the Macroom Community Hospital residents, vaccination teams and nursing staff. ","['PfizerBioNTech']",1,7,26,0.2732,0.149,0,0.851,11.75,"HIGH","POS",46
"3335",3335,"Philippine Emergency Alerts - PEA","False","2021-01-14","BREAKING NEWS: Food and Drug Administration (FDA) Philippines approves the Emergency Use Authorization (EUA) for Pf… ","",1,1,4,0.0258,0.14,0.135,0.725,1.75,"AVG","NEU",33
"1636",1636,"Waleed ﮼حَمُّور","False","2020-12-27","One shot at a time ... 💉 ","['PfizerBioNTech']",1,1,12,0,0,0,1,3.75,"AVG","NEU",15
"6284",6284,"Silly Pie 🧚‍♂️","False","2021-02-26","I got vaccinated today ,It was ,No side effects, just a very mild pain around the area of injection… ","['PfizerBioNTech']",1,1,18,-0.5542,0,0.166,0.834,5.25,"AVG","NEG",76
"484",484,"Jackson Health System","False","2020-12-17","Today we aimed higher and broke our own record! Jackson administered 1,278 vaccinations, bringing o… ","['PfizerBioNTech']",1,19,114,-0.4753,0,0.181,0.819,42.75,"HIGH","NEG",5
"3770",3770,"Jessica Rice","False","2021-01-16","Officially fully vaccinated! ","['CovidVaccine', 'rn', 'nurse', 'PfizerBioNTech', 'ThisIsOurShot', 'Pfizer', 'COVID19Vaccine']",3,2,4,0,0,0,1,2.5,"AVG","NEU",35
"352",352,"WorldMap1","False","2020-12-15","First Vaccine Shots in the US Watch video at ","['FirstVaccineShots', 'COVID', 'COVID19']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"799",799,"Imogen Foulkes","True","2020-12-19"," gives go ahead to vaccine. Here in canton vaccination due to start Jan… ","['Switzerland', 'Covid_19', 'PfizerBioNTech', 'Bern']",2,2,1,0,0,0,1,1.75,"AVG","NEU",7
"2098",2098,"Daily News","False","2021-01-01","The World Health Organization has listed Pfizer-BioNTech’s COVID-19 vaccine for emergency use ","['lka', 'SriLanka', 'DN']",2,0,2,-0.3818,0,0.191,0.809,0.5,"LOW","NEG",20
"4172",4172,"ILKHA","True","2021-01-20","Coronavirus: Iran reports 6,182 new cases, 84 deaths in the last 24 hours ","['Iran', 'CoronavirusPandemic', 'lockdown2021']",2,2,7,0,0,0,1,3.25,"AVG","NEU",39
"7112",7112,"Roberto Ortiz de Zárate Arce","False","2021-03-20"," Timeline of world leaders &amp; rulers who have received the (1st jabs): (Table 4/… ","['VaccineRulers', 'Covid19', 'vaccine']",2,2,1,0,0,0,1,1.75,"AVG","NEU",98
"578",578,"India Blooms","False","2020-12-16","Canada: Alberta plans to send COVID-19 teams to hard-hit areas in Edmonton, Calgary | Indiablooms - First Portal on… ","",1,0,0,0,0,0,1,0,"LOW","NEU",4
"6848",6848,"Vaxxed💉Cat Mom","False","2021-03-14","No swollen lymph nodes, no other symptoms. Feeling incredibly blessed. Happy to answer questions. Probably the safe… ","",1,0,3,0.7408,0.371,0.169,0.46,0.75,"LOW","POS",92
"3594",3594,"Oceanside News","False","2021-01-16","There are 118 active cases in the central island region, a decrease of six since yesterday.… ","['COVID19']",1,0,0,0.4019,0.153,0,0.847,0,"LOW","POS",35
"4179",4179,"Simon Castillo","False","2021-01-20","Today I've got the first jab of vaccine. Lockdown after lockdown. the last year has been tough tim… ","['PfizerBioNTech']",1,0,7,-0.128,0,0.081,0.919,1.75,"AVG","NEG",39
"2494",2494,"Sidboylol","False","2021-01-06","The vaccine is rolling out. Time for a new hope on this year. ","['Pfizer', 'PfizerBioNTech', 'PfizerVaccine', 'vaccine']",2,0,0,0.4404,0.195,0,0.805,0,"LOW","POS",25
"3794",3794,"ocean girl","False","2021-01-16"," 🙏put on hold&amp;clarify 1)have written&amp;approved delay of 2nd vaccine 2)is there data sup… ","['PfizerBioNTech']",1,0,0,-0.3182,0,0.15,0.85,0,"LOW","NEG",35
"969",969,"Max ‘New beginnings’ Headroom 🛩","False","2020-12-19"," He is a flagrant liar have enough. just didn’t order enough. Probably beca… ","['PfizerBioNTech', 'Trump']",2,0,0,-0.5106,0,0.216,0.784,0,"LOW","NEG",7
"3329",3329,"franca toronyi-lalic","False","2021-01-14","Johnson &amp; Johnson to launch its *single-shot coronavirus vaccine* in March 2021 ","['COVID19', 'AstraZeneca', 'PfizerBioNTech', 'modernavaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",33
"1958",1958,"Kristina","False","2020-12-31","Absolutely agree. Govt must publish their justification for changing from… ","['SecondDose', 'PfizerBioNTech', 'CovidVaccine']",2,1,4,0.4201,0.237,0,0.763,1.75,"AVG","POS",19
"3630",3630,"Maz 👩‍🔬🖤🩸🔬","False","2021-01-15","I’ve had my vaccine. The injection site did bleed &amp; bruise and boy has my body reacted to the vacci… ","['PfizerBioNTech']",1,0,6,0,0,0,1,1.5,"AVG","NEU",34
"3512",3512,"Boettcher Lab","False","2021-01-14","Just 12 hours until I will get my vaccine😀","['PfizerBioNTech']",1,0,7,0.3612,0.2,0,0.8,1.75,"AVG","POS",33
"5836",5836,"ℝ𝕒𝕧𝕚","False","2021-02-19","You were very harsh on USA that they did nothing to the world on vaccines on This… ","['Covid']",1,0,0,-0.4927,0,0.166,0.834,0,"LOW","NEG",69
"4054",4054,"Ian 3.5% #FBPE","False","2021-01-19"," Assuming you’re referring to the vaccine, that 95% is based on 3 to 4… ","['PfizerBioNTech']",1,0,0,0,0,0,1,0,"LOW","NEU",38
"6725",6725,"Vaughn A. (Vonny!)","False","2021-03-11","So uh my whole family just took the Pfizer vaccine without telling me... ","['PfizerBiontech', 'FOMO']",2,0,0,0,0,0,1,0,"LOW","NEU",89
"5513",5513,"Brad Kauffman","False","2021-02-11","Trying to get a vaccine appt is like buying tickets to a concert that gets sold out in minutes. That was my experi… ","",1,0,0,0.3612,0.102,0,0.898,0,"LOW","POS",61
"5850",5850,"Tim Street","False","2021-02-19","There we go. Vaccine done. Very efficient pipeline and hurt less on injection than the flu jab. ","['covid_19vacccine']",1,0,24,-0.4417,0.134,0.26,0.606,6,"AVG","NEG",69
"3393",3393,"BrnoNewsCTV","False","2021-01-13","Pfizer/BioNTech or Moderna? A comparison of how the two vaccines against covid already available in the Czech Repub… ","",1,4,9,0,0,0,1,5.25,"AVG","NEU",32
"5516",5516,"Sev Kirian","False","2021-02-20","Latest CDC data to 12 Feb show 929 Deaths &amp; 15,923 Injuries from unlicensed emergency experimental ","['VAERS', 'COVID19']",2,0,0,-0.3818,0,0.148,0.852,0,"LOW","NEG",70
"5680",5680,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2021-02-16","The UAE 🇦🇪 now offers all 4 vaccines: 💉 💉 💉 💉 ","['PfizerBioNTech', 'AstraZeneca', 'Sinopharm', 'SputnikV']",2,6,22,0,0,0,1,10,"AVG","NEU",66
"4323",4323,"Judy Abel #Rejoin","False","2021-01-21"," We need transparency on this now - people need to understand the protection they have… ","",1,3,12,0,0,0,1,5.25,"AVG","NEU",40
"6852",6852,"𝚁𝚒𝚌𝚎$$ 🇵🇭🇺🇸","False","2021-03-14","It's my 2nd shot tomorrow. Is it ok for me to get it at a different time than the 1st shot? Also, i will live right… ","",1,0,18,0.296,0.081,0,0.919,4.5,"AVG","POS",92
"3887",3887,"cbjnsr15","False","2021-01-17","Vaccine done. Got it on Thursday last week, but waited to make sure I could experience all the side effects!! S… ","",1,0,1,0.5475,0.15,0,0.85,0.25,"LOW","POS",36
"495",495,"Emi Mei","False","2020-12-17","Don’t do the effin’ ","['vaccine', 'PfizerBioNTech', 'Pfizer', 'CovidVaccine', 'COVID19']",3,0,0,0,0,0,1,0,"LOW","NEU",5
"4074",4074,"Stuart McAllister","False","2021-01-19","Thank you NHS!💙 One happy 87 year old Granny!🥰 ","['PfizerBioNTech', 'vaccination', 'igottheshot']",2,0,16,0.96,0.624,0,0.376,4,"AVG","POS",38
"2453",2453,"Jackson Health System","False","2021-01-06","We are proud to announce that yesterday Jackson administered 2,323 vaccinations to the public. One… ","['PfizerBioNTech']",1,2,17,0.4767,0.181,0,0.819,5.75,"AVG","POS",25
"3294",3294,"Rama Gasmi","False","2021-01-12"," Pfizer vaccine is now authorised for use in Tunisia. V… ","['Tunisia', 'MinistryOfHealth', 'PfizerBioNTech', 'Pfizer', 'COVID19']",3,0,1,0,0,0,1,0.25,"LOW","NEU",31
"559",559,"A Fan","False","2020-12-16","Just got the vaccine Here's to fighting the pandemic.","['PfizerBioNTech']",1,1,43,-0.3612,0,0.238,0.762,11.5,"HIGH","NEG",4
"3375",3375,"Bez","False","2021-01-13","I received Part 1 of the Pfizer Vaccine today. I'll never get lost in the woods again thanks to the new Government… ","",1,0,2,0.5943,0.196,0,0.804,0.5,"LOW","POS",32
"5592",5592,"Sarah El Deeb","True","2021-02-14","1st jabs of in the small country facing numerous problems, includin… ","['PfizerBioNTech', 'coronavirus', 'Vaccine', 'Lebanon']",2,3,6,-0.4019,0,0.213,0.787,3.75,"AVG","NEG",64
"7402",7402,"Vicki J O'Grady Longo","False","2021-04-02"," 👇🏻 of our leadership - ","['PfizerProud', 'PFEColleague', 'PfizerVaccine', 'pfizerbiontech', 'CovidVaccine', 'sciencewillwin']",3,0,0,0,0,0,1,0,"LOW","NEU",111
"2887",2887,"Post-Polio News (ppn)","False","2021-01-09"," 703: Does dose matter? | This Week in ","['Podcast', 'Video', 'TWiV', 'Virology', 'SARSCoV2']",3,0,0,0.0258,0.136,0,0.864,0,"LOW","NEU",28
"3385",3385,"Sarah Driver 🇪🇺🪐","False","2021-01-13","I was lucky enough to receive my first dose of the Covid vaccine yesterday. Massive thanks to the a… ","['PfizerBioNTech']",1,0,24,0.6908,0.251,0,0.749,6,"AVG","POS",32
"4804",4804,"Israel in the UK 🇮🇱🤝🇬🇧","True","2021-01-29","Real-world data from Israel is showing 92% effectiveness after the second jab! This morning on… ","['PfizerBioNTech']",1,11,17,0,0,0,1,12.5,"HIGH","NEU",48
"1181",1181,"Gulf News Video","False","2020-12-24"," How to book appointment for Watch the full ","['Dubai', 'Pfizervaccine', 'Video']",2,6,12,0,0,0,1,7.5,"AVG","NEU",12
