"","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"2150","Dr.V💙⚕️","False",2021-01-02," It didn't come out of thin air, I'm afraid. I was listening to a phone in to a radio stat… ","","1",0,0,0,0,0,1,0,"LOW","NEU",21
"2151","Rahul Thakur","False",2021-01-02,"Mexican doctor hospitalized after receiving the - COVID-19 vaccine ","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",21
"2152","G.K.Dhas","False",2021-01-02,"The World Health Organization has approved the for emergency use, paving the way for… ","['PfizerBioNTech', 'vaccine']","2",0,0,0.0516,0.161,0.149,0.69,0,"LOW","POS",21
"2153","Zach Rauzino Law","False",2021-01-02,"(1/3) With COVID-19 Vaccines beginning to roll out, has been raised about people being able to privately… ","['concern']","1",0,0,0,0,0,1,0,"LOW","NEU",21
"2154","ᒍᒋ","False",2021-01-02,"“The ministry added that the doctor has a history of allergic reactions and said that there is no evidence from cli… ","","1",0,0,-0.5267,0,0.188,0.812,0,"LOW","NEG",21
"2155","Financial Mirror","False",2021-01-02,"Editorial: Having entered the health centre for with a mask, the president made ma… ","['PfizerBioNTech', 'vaccine', 'Cyprus']","2",2,2,0,0,0,1,2,"AVG","NEU",21
"2156","dvoineskosmd","False",2021-01-02,"Welcoming 2021 in the most exciting manner. Happy vaccination day (part 1)! Grateful to to be… ","","1",1,65,0.928,0.532,0,0.468,17,"HIGH","POS",21
"2157","Paco Dardón","False",2021-01-02,"Oh happy day! 🥰 ","['PfizerBioNTech', 'RibosomeAtWork', 'VaccinesWork']","2",1,33,0.906,0.693,0,0.307,9,"AVG","POS",21
"2158","Christie Elan-Cane","False",2021-01-02,"The AstraZeneca vaccine is less effective than US's and Government ordered insu… ","['UK', 'PfizerBioNTech', 'Moderna', 'UK']","2",1,1,0.4228,0.203,0,0.797,1,"LOW","POS",21
"2159","Pursuing Fairness","False",2021-01-02,"Calls to conduct research on effectiveness of clanging utensils is being given now. ","['corona', 'COVID19', 'COVIDIOTS']","2",0,0,0,0,0,1,0,"LOW","NEU",21
"2160","Somnath Paul","False",2021-01-02,"In the World's 2nd populous nation, the sight &amp; sound of Covid19 vaccine seems promising. was a success… ","['PulsePolio']","1",0,1,0.4019,0.137,0,0.863,0.25,"LOW","POS",21
"2161","The Newsmen","False",2021-01-02,"More than one million people in Israel have now received the first of the two doses of the vaccine. ","['Israel', 'Covid']","2",0,0,0,0,0,1,0,"LOW","NEU",21
"2162","حسن سجواني 🇦🇪 Hassan Sajwani","True",2021-01-02,"Maj. Gen. Mohammed Al Marri, Director General of the General Directorate of Residency &amp; Foreigners Affairs (GDRFA)… ","","1",9,76,0,0,0,1,25.75,"HIGH","NEU",21
"2163","Concrete Island Gav","False",2021-01-02,"Coronavirus: Israel leads vaccine race with 12% given jab ","['COVID19', 'coronavirus', 'CoronaVaccine', 'PfizerVaccine']","2",0,2,0,0,0,1,0.5,"LOW","NEU",21
"2164","Hilary","False",2021-01-02," Both and have both said plenty of vaccines available from next week","['PfizerBioNTech', 'astraseneca']","2",0,0,0,0,0,1,0,"LOW","NEU",21
"2165","Evan Hanna","False",2021-01-10,"“Now this is not the end. It is not even the beginning of the end. But it is, perhaps, the end of the beginning.”… ","","1",0,1,0,0,0,1,0.25,"LOW","NEU",29
"2166","Vincent Souffleux","False",2021-01-08,"2 November 2019 , had already ordered 800 M glass for Nuremberg trial is on the w… ","['crook', 'PfizerBioNTech', 'vaccines']","2",1,0,0,0,0,1,0.75,"LOW","NEU",27
"2167","Grizzle Guts 🐸","False",2021-01-07,"Dr has died days after taking the Read the report from USA Today 👇 ","['COVID19', 'PfizerVaccine', 'PfizerBioNTech']","2",0,0,-0.5574,0,0.184,0.816,0,"LOW","NEG",26
"2168","Christine Albino","False",2021-01-04," We must respect the manufacturer’s prescribing information based on the clinical studies or we could e… ","","1",0,1,0.4767,0.171,0,0.829,0.25,"LOW","POS",23
"2169","sabitarahim","False",2021-01-04,"Ps. Nope.They didn't have any side effects after taking the vaccine. Just a bit of discomfort on the injected area… ","","1",0,1,-0.4215,0,0.128,0.872,0.25,"LOW","NEG",23
"2170","Post-Polio News (ppn)","False",2021-01-03,"Palestinians excluded from Israeli Covid vaccine rollout as jabs go to settlers | ","","1",0,0,-0.34,0,0.167,0.833,0,"LOW","NEG",22
"2171","khalid hasan 🌍Vaccinated C19","False",2021-01-03," Had . Mild arm soreness 24 hours, fatigue 48 hours and mild backache for about 24 hours. Peachy thereafter.","['PfizerBioNTech']","1",0,0,-0.25,0,0.1,0.9,0,"LOW","NEG",22
"2172","Bobby Jaffer 🧢","False",2021-01-03,"Similar safety profile as other viral vaccines for vaccine. ","['PfizerBioNTech', 'Pfizer', 'COVID19']","2",0,0,0.4215,0.259,0,0.741,0,"LOW","POS",22
"2173","Thaer Sawaied","False",2021-01-03,"Seeing haters attack and cry on social media whenever they see an Israeli achievement or success brings joy… ","['Israel']","1",0,1,-0.6908,0.137,0.347,0.517,0.25,"LOW","NEG",22
"2174","Jill 🌹#WeSupportCorbyn","False",2021-01-03,"Thanks to our fabulous and I got jabbed today 💪","['NHS', 'PfizerBioNTech']","2",0,0,0.743,0.412,0,0.588,0,"LOW","POS",22
"2175","Samc_research","False",2021-01-03,"Got my first dose of the Vaccine. Incredibly grateful to my scientist colleagues. I urge you to take y… ","","1",0,0,0.5095,0.155,0,0.845,0,"LOW","POS",22
"2176","Kamalakannan A R","False",2021-01-03,"Pfizer also gave some side effects. Yet this was for people with allergic reactions earlier. In any case, vaccinat… ","","1",0,0,-0.296,0,0.109,0.891,0,"LOW","NEG",22
"2177","🕷Financial Bear 3.5%","False",2021-01-03,"Why is there not a massive protest against this government throwing out the science, playing Russian… ","","1",0,0,0.3695,0.202,0,0.798,0,"LOW","POS",22
"2178","Adri GM 😼","False",2021-01-03,"¿ , is that you? ","['vaccine', 'vaccinations', 'PfizerBioNTech']","2",0,1,0,0,0,1,0.25,"LOW","NEU",22
"2179","Amanda","False",2021-01-03,"Thank you !!💉🎉 ","['scientists', 'COVID19vaccine', 'Pfizer', 'PfizerBioNTech']","2",0,2,0.6988,0.591,0,0.409,0.5,"LOW","POS",22
"2180","Dr Nazreen Kadir","False",2021-01-03," Please! Why amplify this preposterous suggestion from Sloaui who should be… ","","1",0,1,0.3802,0.206,0,0.794,0.25,"LOW","POS",22
"2181","The Peninsula Qatar","True",2021-01-03," has struck a deal with to buy 1 million doses of their vaccine and another 2 milli… ","['Jordan', 'PfizerBioNTech', 'COVID19']","2",0,1,-0.25,0,0.111,0.889,0.25,"LOW","NEG",22
"2182","JUST LEA","False",2021-01-03," Please check this ! You will understand why so many question marks remain abou… ","","1",1,1,0.3802,0.166,0,0.834,1,"LOW","POS",22
"2183","Ariel","False",2021-01-03,"In just 10 days, I'll have my second dose of the vaccine.","['PfizerBioNTech']","1",0,3,0,0,0,1,0.75,"LOW","NEU",22
"2184","Jonny Brogdale","False",2021-01-03," Yeah, tell that to the elderly person in tears of confusion about whether… ","","1",0,1,-0.2263,0.135,0.252,0.613,0.25,"LOW","NEG",22
"2185","Eva Montemaggi. 🇪🇺 🇬🇧","False",2021-01-03,"Ouch. ","['VaccineStrategy', 'vaccinations', 'PfizerVaccine', 'PfizerBioNTech', 'PfizerCovidVaccine', 'Covid']","3",0,0,0,0,0,1,0,"LOW","NEU",22
"2186","The Frontiers Of","False",2021-01-03,"As Covid-19 Vaccines Become Available, Americans Are Less Interested In Getting Vaccinated ","['Covid19Vaccines']","1",2,2,0.3415,0.18,0,0.82,2,"AVG","POS",22
"2187","Isra Al Lawati","False",2021-01-03,"Realistically speaking what is the effectiveness of compared to And if it’s less ef… ","['OxfordVaccine', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",22
"2188","The Pigeon Express - TPE","False",2021-01-03,"Israel has already injected Pfizer-BioNTech vaccine in 12 percent of its population ","['PfizerVaccine', 'PfizerBioNTech']","2",2,5,0,0,0,1,2.75,"AVG","NEU",22
"2189","Hilary","False",2021-01-03," Both myself and my husband had the both well, no extra legs, toes or fingers. Thank… ","['PfizerBioNTech']","1",0,0,-0.0258,0.115,0.12,0.765,0,"LOW","NEU",22
"2190","Olivia 🎅","False",2021-01-03,"Sitting in the hospital waiting for the Covid 19 vaccine. I'M SO READY. ","['PfizerBioNTech']","1",0,14,0.7247,0.297,0,0.703,3.5,"AVG","POS",22
"2191","Selvaseelan Selvarajah","False",2021-01-03,"Very useful statement by . 👌🏾 In summary our patients can have the… ","['CovidVaccine', 'Muslim']","2",2,6,0.8529,0.4,0,0.6,3,"AVG","POS",22
"2192","Healthwire","False",2021-01-03,"Head To Head: Covishield V/S Pfizer-BioNTech Which Is The Better COVID-19 Vaccine Right Now? ","['Covishield', 'Pfizer']","2",4,7,0.4404,0.182,0,0.818,4.75,"AVG","POS",22
"2193","Arashdeep Singh, Ph.D.🐁🧠🥙","False",2021-01-03,"Day 1 after ended with some arm soreness due to 💉but nothing major. On Day 2 had less… ","['PfizerBioNTech', 'vaccinations']","2",0,9,0,0,0,1,2.25,"AVG","NEU",22
"2194","Mami Stanton N'Diaye","False",2021-01-03," down, to go. Let’s fight ","['PfizerBioNTech', 'COVID19']","2",1,1,-0.3818,0,0.394,0.606,1,"LOW","NEG",22
"2195","Brian McDonough","False",2021-01-03,"A political decision in the UK could impact the world via ","['uk', 'Ireland', 'COVID19']","2",0,0,0,0,0,1,0,"LOW","NEU",22
"2196","Knewhat","False",2021-01-03,"WHO approved for Pfizer-BioNTech vaccine Read more at ","['WHO', 'PfizerVaccine', 'Pfizer']","2",0,0,0.4215,0.286,0,0.714,0,"LOW","POS",22
"2197","Coronavirus Prevention","False",2021-01-03,"The Hill. December 29, 2020. First patient to receive COVID-19 vaccine gets second shot. ","","1",0,0,0,0,0,1,0,"LOW","NEU",22
"2198","Business Technology E-Store | Approved Materials","False",2021-01-03,"The Hill. December 29, 2020. First patient to receive COVID-19 vaccine gets second shot. ","","1",0,0,0,0,0,1,0,"LOW","NEU",22
"2199","Sushil Kumar Gupta(Mech. Eng.)","False",2021-01-03," The World Health Organization has granted its first emergency use validation to ","['WHO', 'PfizerBioNTech', 'Biontech', 'Covid_19_vaccine']","2",0,0,-0.1531,0.137,0.178,0.685,0,"LOW","NEG",22
"2200","Kamran کامران","False",2021-01-03,"So, why don't have you approved which &amp; have already approved &amp; having 92% efficacy as… ","['PfizerBioNTech', 'US', 'UK', 'EU']","2",0,0,0.12,0.146,0.122,0.732,0,"LOW","POS",22
"2201","EliasRafael","False",2021-01-03,"Where is Bob? ","['tiffanydover', 'WhereIsTiffanyDover', 'Biontech', 'Pfizer', 'PfizerVaccine', 'PfizerBioNTech', 'vaccinations']","3",0,1,0,0,0,1,0.25,"LOW","NEU",22
"2202","Jonny Brogdale","False",2021-01-03," As well, yes. They've claimed that the cold chain infrastructure needed for the… ","","1",0,1,0.5859,0.304,0,0.696,0.25,"LOW","POS",22
"2203","John Nuleti","False",2021-01-03,"India approves AstraZeneca and Bharat Biotech vaccines. Pfizer/BioNTech approvals to follow. India has over 10.3 mi… ","","1",0,0,0.4019,0.153,0,0.847,0,"LOW","POS",22
"2204","Arun","False",2021-01-03," Wouldn't storage be taken care by ","['PfizerBioNTech']","1",0,1,0.4939,0.39,0,0.61,0.25,"LOW","POS",22
"2205","Charlotte 🇪🇺","False",2021-01-03,"I wonder if Rupert Murdoch’s 2nd Covid-19 vaccine has been delayed for 3 months ","['PfizerBioNTech', 'Marr', 'Pfizer', 'NHsS']","2",0,0,-0.2263,0,0.128,0.872,0,"LOW","NEG",22
"2206","Robster Thermidor #FBPE","False",2021-01-03,"We’ve all learned a thing or two through a process of One lesson we’ve all learned to some extent:… ","['trialanderror']","1",0,1,0,0,0,1,0.25,"LOW","NEU",22
"2207","Newsbook Front Page","False",2021-01-03,"1,400 individuals vaccinated so far – report ","['CoronavirusMalta', 'CoronaVaccine', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",22
"2208","Stephen McPadden","False",2021-01-03,"Hands up he thought the vaccines were being made for free? How would an online publisher owned by EBay have their h… ","","1",0,0,0.5106,0.136,0,0.864,0,"LOW","POS",22
"2209","Melissa L. Wilk, PharmD","False",2021-01-03," Are you referring to a COVID-19 vaccine?… ","","1",1,1,0,0,0,1,1,"LOW","NEU",22
"2210","Tamina Rashell 💙 #RejoinEU","False",2021-01-03," Why are they holding onto the supply of vaccines ? There is a supply of these waiting to be used.","['PfizerBioNTech']","1",1,1,0,0,0,1,1,"LOW","NEU",22
"2211","Tamer Yazar","False",2021-01-03,"my favorite - ","['StreetArt', 'graffitiart', 'GraffArt', 'streetphotography', 'photography', 'PfizerBioNTech']","3",1,0,0.4588,0.6,0,0.4,0.75,"LOW","POS",22
"2212","Iamindian","False",2021-01-03," Just a thought when Russia had since sep 2020 why are they still having 30k cases still?wil… ","['SputnikV']","1",0,0,0,0,0,1,0,"LOW","NEU",22
"2213","HarpersBazaarArabia","True",2021-01-03,"The Dubai Health Authority has revealed a list of six different categories of individuals who won't be able to rece… ","","1",0,0,0.0772,0.064,0,0.936,0,"LOW","POS",22
"2214","Quint Fit","True",2021-01-03," vs vs vs - how do these top vaccines compare… ","['infographic', 'COVAXIN', 'OxfordVaccine', 'PfizerBioNTech', 'Moderna', 'COVID19']","3",8,15,0.2023,0.167,0,0.833,9.75,"AVG","POS",22
"2215","The Daily Star","True",2021-01-03,"Mexican authorities said they are studying the case of a 32-year-old female doctor who was hospitalized after recei… ","","1",1,17,0,0,0,1,5,"AVG","NEU",22
"2216","FinancialXpress","True",2021-01-03,"Mexican authorities said they are studying the case of a 32-year-old female doctor who was hospitalized after recei… ","","1",1,8,0,0,0,1,2.75,"AVG","NEU",22
"2217","The Rebellious Doctor","False",2021-01-03,"which vaccine will you take? *Scientists warn against directly comparing the efficacy of the vaccines because eac… ","","1",2,16,-0.1027,0,0.08,0.92,5.5,"AVG","NEG",22
"2218","Marc Siegel MD","False",2021-01-03,"Dr. Marc Siegel: COVID vaccinations will increase rapidly — greatest accomplishment in vaccine history | Fox News ⁦… ","","1",11,43,0.7579,0.289,0,0.711,19,"HIGH","POS",22
"2219","Wiki Wikramarathna","False",2021-01-03," GRATITUDE🙇 Pfizer and BioNTech speed up timeline for offering Covid-19 vaccine to placebo volunteers-Wiki… ","['BREAKING']","1",0,0,0.6166,0.212,0,0.788,0,"LOW","POS",22
"2220","Carlos Gutierrez","False",2021-01-03,"Unfortunately, I got infected at the time of my first appointment, but I finally received my today.… ","['CovidVaccine']","1",0,5,-0.4215,0,0.202,0.798,1.25,"AVG","NEG",22
"2221","Mark Woody","False",2021-01-03," I agree regarding the vaccine, which was studied beyond 21 days and, for which… ","['AstraZeneca']","1",0,1,0.3612,0.161,0,0.839,0.25,"LOW","POS",22
"2222","Melissa L. Wilk, PharmD","False",2021-01-03,"2nd dose of done. No side effects almost 12 hours later. Let the immunity begin!!! Th… ","['PfizerBioNTech', 'CovidVaccine']","2",10,170,-0.4724,0,0.17,0.83,50,"HIGH","NEG",22
"2223","Rhonda -- All About Attitude -- Evans ♐","False",2021-01-03," How can ANYBODY NOT believe that is real! I know of a family of four who were all wiped out in th… ","['COVID']","1",0,0,0,0,0,1,0,"LOW","NEU",22
"2224","Becky With The Good Hair","False",2021-01-02," Here's one in Canada. The woman actually died &amp; was revived with CPR. ","['PfizerBioNTech']","1",22,31,-0.5574,0,0.231,0.769,24.25,"HIGH","NEG",21
"2225","Grizzle Guts 🐸","False",2021-01-02," F… ","['oxfordastrazeneca', 'PfizerBioNTech', 'PfizerVaccine', 'OxfordVaccine', 'COVID19', 'Covid19UK', 'FollowTheScience']","3",0,3,0,0,0,1,0.75,"LOW","NEU",21
"2226","World Updates","False",2021-01-02,"Countries that have approved the COVID-19 vaccine. 🇺🇸 United States 🇨🇦 Canada 🇲🇽 Mexico 🇮🇱 Israel… ","['PfizerBioNTech']","1",0,0,0.6808,0.286,0,0.714,0,"LOW","POS",21
"2227","Buttercup","False",2021-01-02,"Vaccinated! Got my first dose. ","['PfizerBioNTech', 'vaccine']","2",0,2,0,0,0,1,0.5,"LOW","NEU",21
"2228","Alex Perkins","False",2021-01-02,"Astounding behind the scenes film. The Pfizer Vaccine may be incredibly effective but it takes 2 pharmacists 10 min… ","","1",0,2,0.476,0.194,0,0.806,0.5,"LOW","POS",21
"2229","Christine Goodfriend","False",2021-01-02," OMG congratulations 😷 💉","['vaccine', 'PfizerBioNTech']","2",0,1,0.5994,0.394,0,0.606,0.25,"LOW","POS",21
"2230","A. Trillm","False",2021-01-02,"""deliveries of the vaccine will continue on a weekly basis, with the full order of 200 million expe… ","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",21
"2231","Dr John Austin Crosby","False",2021-01-10,"Day after second dose of and feel a bit rough, defo not hungover this time, guess tha… ","['PfizerBioNTech', 'CovidVaccine']","2",0,21,0,0,0,1,5.25,"AVG","NEU",29
"2232","Emma Hill","False",2021-01-09,"Thank you and for offering Children’s Social Care staff a vaccination this wee… ","['PfizerBioNTech']","1",2,23,0.6908,0.341,0,0.659,7.25,"AVG","POS",28
"2233","Dr Niamh L","False",2021-01-09,"A truly emotional moment. It looks so simple. One little jab. But my heart is full of gratitude for the scientist… ","","1",13,251,0.926,0.443,0,0.557,72.5,"HIGH","POS",28
"2234","EJD #RecognizeArtsakh 🇺🇲🇦🇲🇩🇪","False",2021-01-08,"YES!!!!! THIS WAS THE LIMITING FACTOR THAT WOULD MAKE OR BREAK 2021 BETWEEN GRADUALLY GETTING BETTER OR ANOTHER 202… ","","1",0,0,0.8494,0.326,0,0.674,0,"LOW","POS",27
"2235","Biden: My Time 🇺🇸 #FBPE #NHS #MasksSaveLives","False",2021-01-04,"The 12 week gap is being challenged by and ","['vaccine', 'Biontech', 'Pfizer', 'PfizerBioNTech', 'toryShambles', 'covid19UK']","3",0,1,-0.1027,0,0.149,0.851,0.25,"LOW","NEG",23
"2236","Jody Vance","True",2021-01-04," I believe the issue there was the vaccine requiring ultra… ","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",23
"2237","Thana Theofanis M.D.","False",2021-01-04,"Best way to start the week and new year! 😷💪🏻🙏🏻 2🦠2💉 ","['COVID19', 'vaccinated', 'secondshot', 'jefferson', 'thankful']","3",2,22,0.6696,0.152,0,0.848,7,"AVG","POS",23
"2238","Jessica","False",2021-01-04,"Very surprised and shocked that my Doctor wont be getting any of them . She is concerned about the lack of data and… ","","1",0,1,-0.3961,0.081,0.18,0.739,0.25,"LOW","NEG",23
"2239","The Peninsula Qatar","True",2021-01-04," warned that they had no evidence that their jointly developed will continue to protect aga… ","['PfizerBioNTech', 'vaccine']","2",1,3,-0.1779,0.138,0.228,0.635,1.5,"AVG","NEG",23
